Name,Banger?,Channel,Child Content,Child's Parent,Cold Idea,Content Pillar,Created,Created By,Divider,Editor,Focus Keywords,Grandchild,Grandparent,Graveyard,Gut Prediction,Idea,Keyword Content,Keyword Difficulty,Keyword Research,Keyword Volume,Last Updated,Late?,No.,Notes,Outstanding Amount,Paid,Paid Amount,Parent Content,Parent's Child,Pay Due Date,Pay Status,Performance Notes,Platforms,Priority,Proposed Channel,Publish Date,Pulled Notes,Pulled Resources,Quick Capture Box,Rel Seed Name,Rel. Seed,Rel. Seed Handoff,Review Date,Row Updated,Search Interest,Sponsor,Sponsor Pay Structure,Sponsor Performance,Sponsor Rate,Sponsor URL,Status,Submitter,Tags,Tasks,Topic Trend,Type,URL,Update Interval (Days),View Performance,Writer
Book Review “Range”,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"April 20, 2023 9:49 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"April 30, 2023",⛔️ Not Sponsored,,Twitter,,,03/02/2023,,,No,Book Review “Range”,Yes,,,"April 20, 2023 9:49 AM",,,,,,,✅ Completed,,,,,Twitter,https://twitter.com/skasper/status/1621418272745787393?s=20,,,
Better Online Workshops,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"April 20, 2023 9:48 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"April 30, 2023",⛔️ Not Sponsored,,Twitter,,,24/02/2023,,,No,Better Online Workshops,Yes,,,"April 20, 2023 9:48 AM",,,,,,,✅ Completed,,,,,Twitter,https://twitter.com/skasper/status/1629122780707844102?s=20,,,
10 Windows Shortcuts,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"April 20, 2023 9:47 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"May 31, 2023",⛔️ Not Sponsored,,Twitter,,,28/03/2023,,,No,10 Windows Shortcuts,Yes,,,"April 20, 2023 9:47 AM",,,,,,,✅ Completed,,,,,Twitter,https://twitter.com/skasper/status/1640687181961351168?s=20,,,
AI Planning a weekly menu,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"April 20, 2023 9:46 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"May 31, 2023",⛔️ Not Sponsored,,Twitter,,,31/03/2023,,,No,AI Planning a weekly menu,Yes,,,"April 20, 2023 9:47 AM",,,,,,,✅ Completed,,,,,Twitter,https://twitter.com/skasper/status/1641851880442560517?s=20,,,
Excel Shortcuts Thread,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"April 20, 2023 9:46 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"June 30, 2023",⛔️ Not Sponsored,,Twitter,,,04/04/2023,,,No,Excel Shortcuts Thread,Yes,,,"April 20, 2023 9:46 AM",,,,,,,✅ Completed,,,,,Twitter,https://twitter.com/skasper/status/1643237079432790017?s=20,,,
Microsoft Designer Preview thread,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"April 20, 2023 9:44 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"June 30, 2023",⛔️ Not Sponsored,,Twitter,,,05/04/2023,,,No,Microsoft Designer Preview thread,Yes,,,"April 20, 2023 9:45 AM",,,,,,,✅ Completed,,,,,Twitter,https://twitter.com/skasper/status/1643573510369947649?s=20,,,
Review of “Following Through”,🍋,SDK Blog (https://www.notion.so/SDK-Blog-5ad06f2c31ee4dd89ea378154c217055?pvs=21),,,No,,"April 3, 2023 3:56 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,Yes,,,,,,⌚️ On Time,,,0,No,,,,,⛔️ Not Sponsored,,,,,,,,No,Review of “Following Through”,Yes,,,"April 3, 2023 3:56 PM",,,,,,,🧠 Planned,,,,,Blog,,,,
Book review of “Range” by David Epstein,🍋,SDK Blog (https://www.notion.so/SDK-Blog-5ad06f2c31ee4dd89ea378154c217055?pvs=21),,,No,,"February 2, 2023 10:10 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"April 30, 2023",⛔️ Not Sponsored,,"Blog, Facebook, Instagram, LinkedIn, Twitter",,,02/02/2023,,,No,Book review of “Range” by David Epstein,Yes,,,"February 28, 2023 12:22 PM",,,,,,,✅ Completed,,,,,Blog,https://sascha-kasper.com/range-by-david-epstein-review/,,,
StarTrek TNG Life Lessons for the 21st century,🍋,Books (https://www.notion.so/Books-4cde4d799e1e4c959f5f4dc15a51bd54?pvs=21),,,No,,"February 2, 2023 11:23 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,1,,0,No,,,,,⛔️ Not Sponsored,,,,,,,,No,StarTrek TNG Life Lessons for the 21st century,Yes,,,"February 3, 2023 1:51 PM",,,,,,,📖 Research,,,,,Downloadable,,,,
The Good Parent App,🍋,Digital Products (https://www.notion.so/Digital-Products-23dede1e6a9e4b9eb33caca3aef55a54?pvs=21),,,No,,"February 2, 2023 2:57 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,,⛔️ Not Sponsored,,,,,,,,No,The Good Parent App,Yes,,,"February 2, 2023 2:57 PM",,,,,,,🧠 Planned,,,,,Downloadable,,,,
RICE Template Download,🍋,SDK Blog (https://www.notion.so/SDK-Blog-5ad06f2c31ee4dd89ea378154c217055?pvs=21),,,No,,"January 27, 2023 9:49 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"March 31, 2023",⛔️ Not Sponsored,,"Blog, Facebook, Instagram, LinkedIn, Twitter",,,27/01/2023,,,No,RICE Template Download,Yes,,,"February 2, 2023 10:08 AM",,,,,,,✅ Completed,,,,,Blog,https://sascha-kasper.com/rice-analysis-for-prioritizing/,,,
Book review of “Show Your Work”,🍋,SDK Blog (https://www.notion.so/SDK-Blog-5ad06f2c31ee4dd89ea378154c217055?pvs=21),,,No,,"July 21, 2022 3:36 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,Medium,No,,,,,,⌚️ On Time,,,0,No,,,,"March 31, 2023",⛔️ Not Sponsored,,"Blog, Facebook, Instagram, LinkedIn, Twitter",,,10/01/2023,,,No,Book review of “Show Your Work”,Yes,,,"January 24, 2023 7:11 PM",Low,,,,,,✅ Completed,,Review,,Low,Blog,https://sascha-kasper.com/show-your-work-review/,,,
Thread about top 3 newsletters in 2022,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"January 6, 2023 5:06 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"March 31, 2023",⛔️ Not Sponsored,,"Facebook, Instagram, LinkedIn, Twitter",,,09/01/2023,,,No,Thread about top 3 newsletters in 2022,Yes,,,"January 9, 2023 2:36 PM",,,,,,,✅ Completed,,,,,Twitter,https://twitter.com/skasper/status/1612358593042436097?s=20&t=lYz62uX1BGhJl632rQQidA,,,
Essentialism - Review,🍋,SDK Blog (https://www.notion.so/SDK-Blog-5ad06f2c31ee4dd89ea378154c217055?pvs=21),,,No,,"January 8, 2023 9:31 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,,⛔️ Not Sponsored,,,,,,,,No,Essentialism - Review,Yes,,,"January 8, 2023 9:34 PM",,,,,,,📖 Research,,,,,Blog,,,,
Thread about top 3 frameworks in 2022,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"January 2, 2023 11:11 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"March 31, 2023",⛔️ Not Sponsored,,"Facebook, Instagram, LinkedIn, Twitter",,,03/01/2023,,,No,Thread about top 3 frameworks in 2022,Yes,,,"January 6, 2023 4:33 PM",,,,,,,✅ Completed,,,,,Twitter,https://twitter.com/skasper/status/1610181926849056769?s=20&t=K--GPDQkNx44rp5QKcbZ4A,,,
Thread about top 3 tools in 2022,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"January 5, 2023 9:47 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"March 31, 2023",⛔️ Not Sponsored,,"Facebook, Instagram, LinkedIn, Twitter",,,06/01/2023,,,No,Thread about top 3 tools in 2022,Yes,,,"January 6, 2023 4:30 PM",,,,,,,✅ Completed,,,,,Twitter,https://twitter.com/skasper/status/1611269087237210115?s=20&t=LC4qwkb0IjDr8U2QToadog,,,
Template for private financials,🍋,Digital Products (https://www.notion.so/Digital-Products-23dede1e6a9e4b9eb33caca3aef55a54?pvs=21),,,No,,"January 5, 2023 11:14 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,,⛔️ Not Sponsored,,,,,,,,No,Template for private financials,Yes,,,"January 5, 2023 11:14 AM",,,,,,,🧠 Planned,,,,,Downloadable,,,,
Thread about my Top 3 Habits in 2022,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"January 2, 2023 10:38 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"March 31, 2023",⛔️ Not Sponsored,,"LinkedIn, Twitter",,,02/01/2023,,,No,Thread about my Top 3 Habits in 2022,Yes,,,"January 2, 2023 1:33 PM",,,,,,,✅ Completed,,,,,Twitter,https://twitter.com/skasper/status/1609868108499402753?s=20&t=yB-1Xk7cfSZCNnVEc6KwXA,,,
Thread about top 3 Podcasts in 2022,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"December 31, 2022 12:30 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"March 31, 2023",⛔️ Not Sponsored,,"LinkedIn, Twitter",,,01/01/2023,,,No,Thread about top 3 Podcasts in 2022,Yes,,,"January 2, 2023 10:21 AM",,,,,,,✅ Completed,,,,,Twitter,https://twitter.com/skasper/status/1609489718864904194?s=20&t=_A_enFAiCuXt2N1qDxXQLA,,,
Thread about Top 3 Books in 2022,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"December 31, 2022 9:44 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"February 28, 2023",⛔️ Not Sponsored,,"LinkedIn, Twitter",,,31/12/2022,,,No,Thread about Top 3 Books in 2022,Yes,,,"December 31, 2022 11:27 AM",,,,,,,✅ Completed,,,,,Twitter,https://twitter.com/skasper/status/1609092826414841858?s=20&t=b7hEjMsyds6cNPjFElsG5A,,,
Show your Work - Review,🍋,SDK Blog (https://www.notion.so/SDK-Blog-5ad06f2c31ee4dd89ea378154c217055?pvs=21),,,No,,"December 31, 2022 11:15 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"March 31, 2023",⛔️ Not Sponsored,,"Blog, Facebook, Instagram, LinkedIn, Twitter",,,02/01/2023,,,No,Show your Work - Review,Yes,,,"December 31, 2022 11:25 AM",,,,,,,✅ Completed,,,,,Blog,https://sascha-kasper.com/show-your-work-review,,,
Storyworthy - Review,🍋,SDK Blog (https://www.notion.so/SDK-Blog-5ad06f2c31ee4dd89ea378154c217055?pvs=21),,,No,,"December 31, 2022 10:49 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"March 31, 2023",⛔️ Not Sponsored,,"Blog, Facebook, Instagram, LinkedIn, Twitter",,,03/01/2023,,,No,Storyworthy - Review,Yes,,,"December 31, 2022 11:16 AM",,,,,,,✅ Completed,,,,,Blog,https://sascha-kasper.com/storyworthy-review,,,
The Madness of Crowds - Review,🍋,SDK Blog (https://www.notion.so/SDK-Blog-5ad06f2c31ee4dd89ea378154c217055?pvs=21),,,No,,"December 31, 2022 9:49 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"February 28, 2023",⛔️ Not Sponsored,,"Blog, Facebook, Instagram, LinkedIn, Twitter",,,31/12/2022,,,No,The Madness of Crowds - Review,Yes,,,"December 31, 2022 11:16 AM",,,,,,,✅ Completed,,,,,Blog,https://sascha-kasper.com/the-madness-of-crowds-review,,,
Book Review “Exactly What to Say”,🍋,SDK Blog (https://www.notion.so/SDK-Blog-5ad06f2c31ee4dd89ea378154c217055?pvs=21),,,No,,"July 21, 2022 4:32 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,Medium,No,,,,,,⌚️ On Time,,Exactly What to Say (https://www.notion.so/Exactly-What-to-Say-0c1dd5cf375d4bd5a3d434974208a5b6?pvs=21),0,No,,,,"September 30, 2022",⛔️ Not Sponsored,,"Blog, Facebook, Instagram, LinkedIn, Twitter",,,21/07/2022,,,No,Book Review “Exactly What to Say”,Yes,,,"December 31, 2022 11:16 AM",Low,,,,,,✅ Completed,,Review,,Low,Blog,,,,
PowerToys 0.64 Highlights,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"November 4, 2022 9:52 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"January 31, 2023",⛔️ Not Sponsored,,"Facebook, Instagram, LinkedIn, Twitter",,,04/11/2022,,,No,PowerToys 0.64 Highlights,Yes,,,"November 4, 2022 10:23 AM",,,,,,,✅ Completed,,,,,Twitter,https://twitter.com/skasper/status/1588436938163654658?s=20&t=Yy3__zEgEHc39YY6dtE-rQ,,,
Common Productivity Methods,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"October 25, 2022 6:32 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"December 31, 2022",⛔️ Not Sponsored,,"Facebook, Instagram, LinkedIn, Twitter",,,25/10/2022,,,No,Common Productivity Methods,Yes,,,"October 25, 2022 6:33 PM",,,,,,,✅ Completed,,,,,Twitter,https://twitter.com/skasper/status/1584929064472780802?s=20&t=QrTQfaypwfTCps-roTnSbA,,,
The Top 3 Content Creation Tools with Best Value and Price Comparison,⭐⭐⭐⭐⭐,#LeanProductivity (https://www.notion.so/LeanProductivity-8380e1295dd4439a8846b9a898501e5c?pvs=21),,,No,,"July 30, 2022 9:40 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,"content creation for beginners (https://www.notion.so/content-creation-for-beginners-5de79b35b98a47a498f496a60bf99281?pvs=21), content creation (https://www.notion.so/content-creation-608287445cff4b8e8d03b36383bf9011?pvs=21), content creation tools (https://www.notion.so/content-creation-tools-637ea126505542b58a2fed23e50a38b9?pvs=21), best content creation tools (https://www.notion.so/best-content-creation-tools-c428e4f271d44766b368d21fc5f12745?pvs=21), the top 10 content creation tools (https://www.notion.so/the-top-10-content-creation-tools-40180e8348d2464ca351e287dff6e3d7?pvs=21), the top 5 content creation tools (https://www.notion.so/the-top-5-content-creation-tools-bdfe9aaee4e54a2da782cf59dc183ad9?pvs=21)",,,No,HIGH,Yes,"https://www.notion.so/997d81c5976c4a35b5e04119df5808de,https://www.notion.so/997d81c5976c4a35b5e04119df5808de,https://www.notion.so/997d81c5976c4a35b5e04119df5808de,https://www.notion.so/997d81c5976c4a35b5e04119df5808de,https://www.notion.so/997d81c5976c4a35b5e04119df5808de,https://www.notion.so/997d81c5976c4a35b5e04119df5808de","42.82,30.65,15.66,15.01,12.55,11.42",,"35540,95201.4,2283,871.6,2799.1,3088.5",,💀 LATE,999,,0,No,,,,"January 31, 2023",⛔️ Not Sponsored,,,🚴‍♀️ Medium Term,,08/11/2022,,,No,The Top 3 Content Creation Tools with Best Value and Price Comparison,Yes,,,"October 16, 2022 11:20 AM",Medium,,,,,,📖 Research,,Software,"Define title (https://www.notion.so/Define-title-e53784974957400ea6e626c98d5db02e?pvs=21), Create thumbnail (https://www.notion.so/Create-thumbnail-312bdea76a544ab592e405cb5024a4e4?pvs=21), Write script (https://www.notion.so/Write-script-6aaa61fe890041e88286f4e3e82a7c3c?pvs=21), Review script (https://www.notion.so/Review-script-e6e66962790f4ad2b07c8b79d2894ca4?pvs=21), Film video (https://www.notion.so/Film-video-0c1d1405e6db495b97766a2c32edb410?pvs=21), Edit video (https://www.notion.so/Edit-video-e444f516997d46478807b02767d48017?pvs=21), Publish video (https://www.notion.so/Publish-video-231a2934624042debf822c43b116e7a4?pvs=21), Share on social media (Twitter, Substack, Pinterest, Facebook, LinkedIn, Website) (https://www.notion.so/Share-on-social-media-Twitter-Substack-Pinterest-Facebook-LinkedIn-Website-7b9f7508fef14b72aa70356b4e8b236c?pvs=21)",HIGH,Video,,,,
Fledgling content creator tools,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"October 13, 2022 10:01 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,No,,,,,,⌚️ On Time,,,0,No,,,,"December 31, 2022",⛔️ Not Sponsored,,"Facebook, Instagram, LinkedIn, Twitter",,,13/10/2022,,,No,Fledgling content creator tools,Yes,,,"October 14, 2022 1:29 PM",,,,,,,✅ Completed,,,,,Twitter,https://twitter.com/skasper/status/1580463563360980992?s=20&t=YTw61hEJ0gtuiQOHy_z5fw,,,
The Top 4 Free AND Better Everyday Apps for Windows,🍋,#LeanProductivity (https://www.notion.so/LeanProductivity-8380e1295dd4439a8846b9a898501e5c?pvs=21),,,No,,"September 22, 2022 9:03 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,best free windows apps (https://www.notion.so/best-free-windows-apps-84fc7a7f884e46b8a032d9dbbeeffbb5?pvs=21),,,No,,No,"https://www.notion.so/48f3244021d746b490ba5b0efb07f460, https://www.notion.so/af57874cc1ed450f9f2534e2ce4c01c5",,,,,⌚️ On Time,8,Untitled (https://www.notion.so/f744ebd83353469894b1b3d318a7a383?pvs=21),0,No,,,,"December 31, 2022",⛔️ Not Sponsored,,"Blog, Facebook, Instagram, LinkedIn, Pinterest, Twitter, YouTube",,,11/10/2022,,,No,The Top 4 Free AND Better Everyday Apps for Windows,Yes,,,"October 14, 2022 1:26 PM",,,,,,,✅ Completed,,,"Untitled (https://www.notion.so/0f4615c76192485db40f9aa8c2cc5b98?pvs=21), Untitled (https://www.notion.so/a027ac962de94aaaa074fb322813c6e4?pvs=21), Untitled (https://www.notion.so/318b8971303649bdbe37f8232597c05d?pvs=21), Untitled (https://www.notion.so/1fa235956f0f4fd9a413bc39f0e89858?pvs=21), Untitled (https://www.notion.so/8aa5d3d5956a486c862ce608a239d22b?pvs=21), Untitled (https://www.notion.so/e4be42dc27994718b3e8beed67d3c1e4?pvs=21), Untitled (https://www.notion.so/2ff1b2a9afa54d8bb03822213bc8a42f?pvs=21), Untitled (https://www.notion.so/49a992add10d4f1bb12c779635d5307b?pvs=21), Untitled (https://www.notion.so/3af7f130ba72449db8981117b0e6f9ce?pvs=21), Untitled (https://www.notion.so/9050668ffcf04b68a4225e06811106d9?pvs=21), Untitled (https://www.notion.so/d211a21db4d040368cc86726611003b8?pvs=21), Untitled (https://www.notion.so/b1eb4267f77f425a953a7bc581b72340?pvs=21), Untitled (https://www.notion.so/0252f0755f644fceb69a5890def7d69a?pvs=21)",,Video,https://youtu.be/YdlehfeqGRk,,,
"“Guide to the good life” review as #short ",🍋,"Untitled (https://www.notion.so/286a9f8cf1fb4ce19f80d428d6c234b2?pvs=21), #LeanProductivity (https://www.notion.so/LeanProductivity-8380e1295dd4439a8846b9a898501e5c?pvs=21)",,,No,,"July 23, 2022 7:26 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,Yes,Medium,Yes,,,,,,💀 LATE,999,,0,No,,,,"September 30, 2022",⛔️ Not Sponsored,,,,,29/07/2022,,,No,"“Guide to the good life” review as #short ",Yes,,,"August 22, 2022 5:06 PM",Low,,,,,,🧠 Planned,,Review,,Low,Video,,,,Sascha
Flashcards for AoE2 Civs,🍋,Don Dinardoni Blog (https://www.notion.so/Don-Dinardoni-Blog-aace4da814744ae891b39d9daa7d97cc?pvs=21),,,No,,"August 22, 2022 10:11 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,Yes,,,,,,⌚️ On Time,,,0,No,,,,,⛔️ Not Sponsored,,,,,,,,No,Flashcards for AoE2 Civs,Yes,,,"August 22, 2022 10:11 AM",,,,,,,🧠 Planned,,Tutorial,,,Blog,,,,
"Flashcards for AoE2 ",🍋,Don Dinardoni Blog (https://www.notion.so/Don-Dinardoni-Blog-aace4da814744ae891b39d9daa7d97cc?pvs=21),,,No,,"August 22, 2022 10:11 AM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,,Yes,,,,,,⌚️ On Time,,,0,No,,,,,⛔️ Not Sponsored,,,,,,,,No,"Flashcards for AoE2 ",Yes,,,"August 22, 2022 10:11 AM",,,,,,,🧠 Planned,,Tutorial,,,Blog,,,,
Power BI for SMEs,⭐⭐⭐⭐⭐,Skillshare (https://www.notion.so/Skillshare-ca91cfff72fc413ba6b78d5247f972e1?pvs=21),,,No,,"August 15, 2022 2:48 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,Sascha,,,,No,HIGH,No,,,,,,⌚️ On Time,,,0,No,,,,,⛔️ Not Sponsored,,,🚶‍♀️ Long Term,,,,,No,Power BI for SMEs,Yes,,,"August 15, 2022 4:25 PM",Medium,,,,,,🧠 Planned,,Tutorial,,HIGH,Course,https://skillshare.com,,,Sascha
Tweet “Exactly what to say” review as thread,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"July 23, 2022 7:25 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,Low,Yes,,,,,,💀 LATE,1,,0,No,,,,"September 30, 2022",⛔️ Not Sponsored,,,,,29/07/2022,,,No,Tweet “Exactly what to say” review as thread,Yes,,,"July 23, 2022 7:25 PM",Low,,,,,,🧠 Planned,,Review,,Low,Twitter,,,,Sascha
Tweet “Guide to the good life” review as thread,🍋,SDK Twitter (https://www.notion.so/SDK-Twitter-6edc296b4bfb411eb78fdb5b385c8683?pvs=21),,,No,,"July 23, 2022 7:22 PM",Sascha,🛑🛑🛑🛑🛑 Everything Below This Line Just Runs the Template 🛑🛑🛑🛑🛑,,,,,No,Low,Yes,,,,,,💀 LATE,1,,0,No,,,,"September 30, 2022",⛔️ Not Sponsored,,,,,25/07/2022,,,No,Tweet “Guide to the good life” review as thread,Yes,,,"July 23, 2022 7:24 PM",Low,,,,,,🧠 Planned,,Review,,Low,Twitter,,,,Sascha
